lemma_id,params,degree,sense,value_exact,value_float,status,truth,cert_path,solver,residual,note
paley_zygmund,"{""m2"": ""2"", ""theta"": ""3/4""}",2,inf,1/17,0.0588235294109,CERTIFIED,1/17,results\certificates\paley_zygmund__m22_theta3over4.cert.json,CLARABEL via cvxpy 1.9.2,1.1e-16,lp_gap=3.3e-04;src=symbolic;certgap=9.05e-13
paley_zygmund,"{""m2"": ""3"", ""theta"": ""1/4""}",2,inf,9/41,0.219512195114,CERTIFIED,9/41,results\certificates\paley_zygmund__m23_theta1over4.cert.json,CLARABEL via cvxpy 1.9.2,2.2e-16,lp_gap=2.7e-04;src=symbolic;certgap=7.53e-12
paley_zygmund,"{""m2"": ""3"", ""theta"": ""1/2""}",2,inf,1/9,0.111111111115,CERTIFIED,1/9,results\certificates\paley_zygmund__m23_theta1over2.cert.json,CLARABEL via cvxpy 1.9.2,9.8e-15,lp_gap=5.1e-05;src=symbolic;certgap=4.10e-12
paley_zygmund,"{""m2"": ""3"", ""theta"": ""3/4""}",2,inf,1/33,0.0303030303082,CERTIFIED,1/33,results\certificates\paley_zygmund__m23_theta3over4.cert.json,CLARABEL via cvxpy 1.9.2,1.3e-14,lp_gap=1.7e-04;src=symbolic;certgap=5.17e-12
three_moment_tail,"{""m2"": ""2"", ""m3"": ""9/2"", ""t"": ""2""}",3,sup,,0.500000000008,CERTIFIED,,results\certificates\three_moment_tail__m22_m39over2_t2.cert.json,CLARABEL via cvxpy 1.9.2,1.7e-13,lp_gap=5.8e-05;src=rounded;certgap=7.97e-12
three_moment_tail,"{""m2"": ""2"", ""m3"": ""9/2"", ""t"": ""3""}",3,sup,,0.111111111123,CERTIFIED,,results\certificates\three_moment_tail__m22_m39over2_t3.cert.json,CLARABEL via cvxpy 1.9.2,2.7e-15,lp_gap=1.9e-08;src=rounded;certgap=1.15e-11
three_moment_tail,"{""m2"": ""2"", ""m3"": ""9/2"", ""t"": ""5""}",3,sup,,0.0105263157849,ROUNDED-FAILED-VERIFY,,results\certificates\three_moment_tail__m22_m39over2_t5.cert.json,CLARABEL via cvxpy 1.9.2,1.7e-15,lp_gap=1.3e-09;src=rounded;certgap=1.00e-06
three_moment_tail,"{""m2"": ""2"", ""m3"": ""6"", ""t"": ""2""}",3,sup,,0.5,CERTIFIED,,results\certificates\three_moment_tail__m22_m36_t2.cert.json,CLARABEL via cvxpy 1.9.2,2.6e-14,lp_gap=2.6e-04;src=rounded;certgap=2.83e-13
three_moment_tail,"{""m2"": ""2"", ""m3"": ""6"", ""t"": ""3""}",3,sup,,0.200000000001,CERTIFIED,,results\certificates\three_moment_tail__m22_m36_t3.cert.json,CLARABEL via cvxpy 1.9.2,6.5e-15,lp_gap=4.2e-05;src=rounded;certgap=5.86e-13
three_moment_tail,"{""m2"": ""2"", ""m3"": ""6"", ""t"": ""5""}",3,sup,,0.0363636363641,CERTIFIED,,results\certificates\three_moment_tail__m22_m36_t5.cert.json,CLARABEL via cvxpy 1.9.2,1.1e-15,lp_gap=2.8e-08;src=rounded;certgap=4.29e-13
three_moment_tail,"{""m2"": ""2"", ""m3"": ""10"", ""t"": ""2""}",3,sup,,0.500000000001,CERTIFIED,,results\certificates\three_moment_tail__m22_m310_t2.cert.json,CLARABEL via cvxpy 1.9.2,2.3e-14,lp_gap=8.4e-04;src=rounded;certgap=1.00e-06
three_moment_tail,"{""m2"": ""2"", ""m3"": ""10"", ""t"": ""3""}",3,sup,,0.200000000003,CERTIFIED,,results\certificates\three_moment_tail__m22_m310_t3.cert.json,CLARABEL via cvxpy 1.9.2,1.7e-13,lp_gap=4.0e-04;src=rounded;certgap=3.12e-12
three_moment_tail,"{""m2"": ""2"", ""m3"": ""10"", ""t"": ""5""}",3,sup,,0.0588235294134,CERTIFIED,,results\certificates\three_moment_tail__m22_m310_t5.cert.json,CLARABEL via cvxpy 1.9.2,5.6e-14,lp_gap=7.0e-05;src=rounded;certgap=1.68e-12
kurtosis_tail,"{""kappa"": ""5/4"", ""t"": ""1/2""}",4,sup,sqrt(17)/34 + 1/2,0.621267812518,CERTIFIED,,results\certificates\kurtosis_tail__kappa5over4_t1over2.cert.json,CLARABEL via cvxpy 1.9.2,2.8e-14,lp_gap=3.1e-07;src=symbolic;certgap=4.07e-14
kurtosis_tail,"{""kappa"": ""5/4"", ""t"": ""4/5""}",4,sup,25/41,0.60975609756,CERTIFIED,,results\certificates\kurtosis_tail__kappa5over4_t4over5.cert.json,CLARABEL via cvxpy 1.9.2,2.0e-12,lp_gap=1.9e-08;src=symbolic;certgap=1.16e-12
kurtosis_tail,"{""kappa"": ""5/4"", ""t"": ""1""}",4,sup,1/2,0.5,CERTIFIED,,results\certificates\kurtosis_tail__kappa5over4_t1.cert.json,CLARABEL via cvxpy 1.9.2,4.1e-12,lp_gap=2.1e-08;src=symbolic;certgap=1.62e-13
kurtosis_tail,"{""kappa"": ""5/4"", ""t"": ""6/5""}",4,sup,25/61,0.409836065575,CERTIFIED,,results\certificates\kurtosis_tail__kappa5over4_t6over5.cert.json,CLARABEL via cvxpy 1.9.2,4.7e-13,lp_gap=4.1e-08;src=symbolic;certgap=7.61e-13
kurtosis_tail,"{""kappa"": ""5/4"", ""t"": ""3/2""}",4,sup,4/29,0.137931034492,CERTIFIED,,results\certificates\kurtosis_tail__kappa5over4_t3over2.cert.json,CLARABEL via cvxpy 1.9.2,2.5e-12,lp_gap=1.7e-07;src=symbolic;certgap=9.27e-12
kurtosis_tail,"{""kappa"": ""5/4"", ""t"": ""2""}",4,sup,1/37,0.0270270270288,CERTIFIED,,results\certificates\kurtosis_tail__kappa5over4_t2.cert.json,CLARABEL via cvxpy 1.9.2,2.5e-13,lp_gap=1.5e-07;src=symbolic;certgap=1.80e-12
kurtosis_tail,"{""kappa"": ""5/4"", ""t"": ""3""}",4,sup,1/257,0.00389105058433,CERTIFIED,,results\certificates\kurtosis_tail__kappa5over4_t3.cert.json,CLARABEL via cvxpy 1.9.2,5.5e-14,lp_gap=1.9e-08;src=symbolic;certgap=6.77e-13
kurtosis_tail,"{""kappa"": ""5/4"", ""t"": ""4""}",4,sup,1/901,0.00110987791312,CERTIFIED,,results\certificates\kurtosis_tail__kappa5over4_t4.cert.json,CLARABEL via cvxpy 1.9.2,1.6e-13,lp_gap=5.6e-08;src=symbolic;certgap=3.14e-13
kurtosis_tail,"{""kappa"": ""3/2"", ""t"": ""1/2""}",4,sup,,0.667242151564,ROUNDED-FAILED-VERIFY,,results\certificates\kurtosis_tail__kappa3over2_t1over2.cert.json,CLARABEL via cvxpy 1.9.2,4.7e-14,lp_gap=2.8e-08;src=rounded;certgap=2.48e-06
kurtosis_tail,"{""kappa"": ""3/2"", ""t"": ""4/5""}",4,sup,25/41,0.609756097559,CERTIFIED,,results\certificates\kurtosis_tail__kappa3over2_t4over5.cert.json,CLARABEL via cvxpy 1.9.2,1.0e-11,lp_gap=3.1e-08;src=symbolic;certgap=2.06e-12
kurtosis_tail,"{""kappa"": ""3/2"", ""t"": ""1""}",4,sup,1/2,0.500000000002,CERTIFIED,,results\certificates\kurtosis_tail__kappa3over2_t1.cert.json,CLARABEL via cvxpy 1.9.2,1.6e-12,lp_gap=3.7e-10;src=symbolic;certgap=1.75e-12
kurtosis_tail,"{""kappa"": ""3/2"", ""t"": ""6/5""}",4,sup,25/61,0.409836065574,CERTIFIED,,results\certificates\kurtosis_tail__kappa3over2_t6over5.cert.json,CLARABEL via cvxpy 1.9.2,1.5e-12,lp_gap=6.3e-08;src=symbolic;certgap=5.69e-13
kurtosis_tail,"{""kappa"": ""3/2"", ""t"": ""3/2""}",4,sup,8/33,0.24242424243,CERTIFIED,,results\certificates\kurtosis_tail__kappa3over2_t3over2.cert.json,CLARABEL via cvxpy 1.9.2,5.2e-14,lp_gap=2.3e-07;src=symbolic;certgap=5.84e-12
kurtosis_tail,"{""kappa"": ""3/2"", ""t"": ""2""}",4,sup,1/19,0.0526315789544,CERTIFIED,,results\certificates\kurtosis_tail__kappa3over2_t2.cert.json,CLARABEL via cvxpy 1.9.2,1.2e-13,lp_gap=1.3e-07;src=symbolic;certgap=7.08e-12
kurtosis_tail,"{""kappa"": ""3/2"", ""t"": ""3""}",4,sup,1/129,0.00775193798492,CERTIFIED,,results\certificates\kurtosis_tail__kappa3over2_t3.cert.json,CLARABEL via cvxpy 1.9.2,9.4e-14,lp_gap=3.2e-08;src=symbolic;certgap=4.22e-13
kurtosis_tail,"{""kappa"": ""3/2"", ""t"": ""4""}",4,sup,1/451,0.002217294899,CERTIFIED,,results\certificates\kurtosis_tail__kappa3over2_t4.cert.json,CLARABEL via cvxpy 1.9.2,3.0e-13,lp_gap=2.5e-08;src=symbolic;certgap=1.22e-12
kurtosis_tail,"{""kappa"": ""2"", ""t"": ""1/2""}",4,sup,,0.726255878543,CERTIFIED,,results\certificates\kurtosis_tail__kappa2_t1over2.cert.json,CLARABEL via cvxpy 1.9.2,2.0e-14,lp_gap=6.4e-08;src=rounded;certgap=1.00e-06
kurtosis_tail,"{""kappa"": ""2"", ""t"": ""4/5""}",4,sup,25/41,0.609756097558,CERTIFIED,,results\certificates\kurtosis_tail__kappa2_t4over5.cert.json,CLARABEL via cvxpy 1.9.2,4.4e-12,lp_gap=1.2e-08;src=symbolic;certgap=2.82e-12
kurtosis_tail,"{""kappa"": ""2"", ""t"": ""1""}",4,sup,1/2,0.5,CERTIFIED,,results\certificates\kurtosis_tail__kappa2_t1.cert.json,CLARABEL via cvxpy 1.9.2,4.6e-12,lp_gap=4.8e-08;src=symbolic;certgap=2.27e-13
kurtosis_tail,"{""kappa"": ""2"", ""t"": ""6/5""}",4,sup,25/61,0.409836065574,CERTIFIED,,results\certificates\kurtosis_tail__kappa2_t6over5.cert.json,CLARABEL via cvxpy 1.9.2,3.9e-13,lp_gap=1.2e-08;src=symbolic;certgap=1.45e-13
kurtosis_tail,"{""kappa"": ""2"", ""t"": ""3/2""}",4,sup,4/13,0.307692307689,CERTIFIED,,results\certificates\kurtosis_tail__kappa2_t3over2.cert.json,CLARABEL via cvxpy 1.9.2,2.4e-12,lp_gap=4.1e-08;src=symbolic;certgap=3.69e-12
kurtosis_tail,"{""kappa"": ""2"", ""t"": ""2""}",4,sup,1/10,0.100000000007,CERTIFIED,,results\certificates\kurtosis_tail__kappa2_t2.cert.json,CLARABEL via cvxpy 1.9.2,1.1e-13,lp_gap=5.8e-08;src=symbolic;certgap=6.76e-12
kurtosis_tail,"{""kappa"": ""2"", ""t"": ""3""}",4,sup,1/65,0.0153846153849,CERTIFIED,,results\certificates\kurtosis_tail__kappa2_t3.cert.json,CLARABEL via cvxpy 1.9.2,7.4e-14,lp_gap=2.8e-08;src=symbolic;certgap=3.12e-13
kurtosis_tail,"{""kappa"": ""2"", ""t"": ""4""}",4,sup,1/226,0.00442477875876,CERTIFIED,,results\certificates\kurtosis_tail__kappa2_t4.cert.json,CLARABEL via cvxpy 1.9.2,3.2e-13,lp_gap=4.9e-08;src=symbolic;certgap=2.30e-12
kurtosis_tail,"{""kappa"": ""3"", ""t"": ""1/2""}",4,sup,,0.789626514727,CERTIFIED,,results\certificates\kurtosis_tail__kappa3_t1over2.cert.json,CLARABEL via cvxpy 1.9.2,1.1e-13,lp_gap=3.0e-08;src=rounded;certgap=1.00e-06
kurtosis_tail,"{""kappa"": ""3"", ""t"": ""4/5""}",4,sup,25/41,0.609756097553,CERTIFIED,,results\certificates\kurtosis_tail__kappa3_t4over5.cert.json,CLARABEL via cvxpy 1.9.2,4.0e-12,lp_gap=5.8e-08;src=symbolic;certgap=8.29e-12
kurtosis_tail,"{""kappa"": ""3"", ""t"": ""1""}",4,sup,1/2,0.499999999994,CERTIFIED,,results\certificates\kurtosis_tail__kappa3_t1.cert.json,CLARABEL via cvxpy 1.9.2,3.3e-12,lp_gap=6.0e-12;src=symbolic;certgap=6.07e-12
kurtosis_tail,"{""kappa"": ""3"", ""t"": ""6/5""}",4,sup,25/61,0.409836065576,CERTIFIED,,results\certificates\kurtosis_tail__kappa3_t6over5.cert.json,CLARABEL via cvxpy 1.9.2,1.6e-12,lp_gap=7.9e-08;src=symbolic;certgap=1.97e-12
kurtosis_tail,"{""kappa"": ""3"", ""t"": ""3/2""}",4,sup,4/13,0.307692307693,CERTIFIED,,results\certificates\kurtosis_tail__kappa3_t3over2.cert.json,CLARABEL via cvxpy 1.9.2,6.1e-13,lp_gap=4.2e-08;src=symbolic;certgap=1.18e-12
kurtosis_tail,"{""kappa"": ""3"", ""t"": ""2""}",4,sup,2/11,0.181818181826,CERTIFIED,,results\certificates\kurtosis_tail__kappa3_t2.cert.json,CLARABEL via cvxpy 1.9.2,1.1e-15,lp_gap=4.9e-08;src=symbolic;certgap=8.15e-12
kurtosis_tail,"{""kappa"": ""3"", ""t"": ""3""}",4,sup,1/33,0.0303030303077,CERTIFIED,,results\certificates\kurtosis_tail__kappa3_t3.cert.json,CLARABEL via cvxpy 1.9.2,1.1e-13,lp_gap=2.5e-08;src=symbolic;certgap=4.67e-12
kurtosis_tail,"{""kappa"": ""3"", ""t"": ""4""}",4,sup,2/227,0.00881057268824,CERTIFIED,,results\certificates\kurtosis_tail__kappa3_t4.cert.json,CLARABEL via cvxpy 1.9.2,3.3e-13,lp_gap=4.7e-08;src=symbolic;certgap=1.02e-12
kurtosis_tail,"{""kappa"": ""6"", ""t"": ""1/2""}",4,sup,4/5,0.8,CERTIFIED,,results\certificates\kurtosis_tail__kappa6_t1over2.cert.json,CLARABEL via cvxpy 1.9.2,7.9e-13,lp_gap=9.7e-09;src=symbolic;certgap=1.15e-13
kurtosis_tail,"{""kappa"": ""6"", ""t"": ""4/5""}",4,sup,25/41,0.609756097552,CERTIFIED,,results\certificates\kurtosis_tail__kappa6_t4over5.cert.json,CLARABEL via cvxpy 1.9.2,5.9e-13,lp_gap=8.0e-08;src=symbolic;certgap=9.16e-12
kurtosis_tail,"{""kappa"": ""6"", ""t"": ""1""}",4,sup,1/2,0.499999999999,CERTIFIED,,results\certificates\kurtosis_tail__kappa6_t1.cert.json,CLARABEL via cvxpy 1.9.2,1.2e-12,lp_gap=8.8e-13;src=symbolic;certgap=8.59e-13
kurtosis_tail,"{""kappa"": ""6"", ""t"": ""6/5""}",4,sup,25/61,0.40983606557,CERTIFIED,,results\certificates\kurtosis_tail__kappa6_t6over5.cert.json,CLARABEL via cvxpy 1.9.2,1.7e-12,lp_gap=1.0e-07;src=symbolic;certgap=3.54e-12
kurtosis_tail,"{""kappa"": ""6"", ""t"": ""3/2""}",4,sup,4/13,0.30769230769,CERTIFIED,,results\certificates\kurtosis_tail__kappa6_t3over2.cert.json,CLARABEL via cvxpy 1.9.2,2.8e-13,lp_gap=1.6e-08;src=symbolic;certgap=2.56e-12
kurtosis_tail,"{""kappa"": ""6"", ""t"": ""2""}",4,sup,1/5,0.200000000001,CERTIFIED,,results\certificates\kurtosis_tail__kappa6_t2.cert.json,CLARABEL via cvxpy 1.9.2,7.6e-13,lp_gap=7.9e-08;src=symbolic;certgap=6.07e-13
kurtosis_tail,"{""kappa"": ""6"", ""t"": ""3""}",4,sup,5/69,0.0724637681216,CERTIFIED,,results\certificates\kurtosis_tail__kappa6_t3.cert.json,CLARABEL via cvxpy 1.9.2,1.4e-15,lp_gap=2.0e-08;src=symbolic;certgap=5.68e-12
kurtosis_tail,"{""kappa"": ""6"", ""t"": ""4""}",4,sup,1/46,0.0217391304449,CERTIFIED,,results\certificates\kurtosis_tail__kappa6_t4.cert.json,CLARABEL via cvxpy 1.9.2,4.3e-16,lp_gap=1.5e-08;src=symbolic;certgap=1.01e-11
kurtosis_tail,"{""kappa"": ""9"", ""t"": ""1/2""}",4,sup,4/5,0.799999999998,CERTIFIED,,results\certificates\kurtosis_tail__kappa9_t1over2.cert.json,CLARABEL via cvxpy 1.9.2,4.7e-13,lp_gap=2.6e-08;src=symbolic;certgap=2.44e-12
kurtosis_tail,"{""kappa"": ""9"", ""t"": ""4/5""}",4,sup,25/41,0.609756097558,CERTIFIED,,results\certificates\kurtosis_tail__kappa9_t4over5.cert.json,CLARABEL via cvxpy 1.9.2,5.2e-13,lp_gap=9.7e-08;src=symbolic;certgap=2.68e-12
kurtosis_tail,"{""kappa"": ""9"", ""t"": ""1""}",4,sup,1/2,0.499999999969,CERTIFIED,,results\certificates\kurtosis_tail__kappa9_t1.cert.json,CLARABEL via cvxpy 1.9.2,3.4e-12,lp_gap=3.1e-11;src=symbolic;certgap=3.12e-11
kurtosis_tail,"{""kappa"": ""9"", ""t"": ""6/5""}",4,sup,25/61,0.409836065544,CERTIFIED,,results\certificates\kurtosis_tail__kappa9_t6over5.cert.json,CLARABEL via cvxpy 1.9.2,3.9e-12,lp_gap=3.6e-08;src=symbolic;certgap=2.93e-11
kurtosis_tail,"{""kappa"": ""9"", ""t"": ""3/2""}",4,sup,4/13,0.307692307688,CERTIFIED,,results\certificates\kurtosis_tail__kappa9_t3over2.cert.json,CLARABEL via cvxpy 1.9.2,2.7e-13,lp_gap=1.2e-07;src=symbolic;certgap=4.38e-12
kurtosis_tail,"{""kappa"": ""9"", ""t"": ""2""}",4,sup,1/5,0.199999999996,CERTIFIED,,results\certificates\kurtosis_tail__kappa9_t2.cert.json,CLARABEL via cvxpy 1.9.2,6.9e-13,lp_gap=1.4e-07;src=symbolic;certgap=4.30e-12
kurtosis_tail,"{""kappa"": ""9"", ""t"": ""3""}",4,sup,1/10,0.1,CERTIFIED,,results\certificates\kurtosis_tail__kappa9_t3.cert.json,CLARABEL via cvxpy 1.9.2,4.6e-12,lp_gap=8.2e-08;src=symbolic;certgap=2.96e-13
kurtosis_tail,"{""kappa"": ""9"", ""t"": ""4""}",4,sup,8/233,0.0343347639556,CERTIFIED,,results\certificates\kurtosis_tail__kappa9_t4.cert.json,CLARABEL via cvxpy 1.9.2,1.3e-16,lp_gap=2.9e-08;src=symbolic;certgap=7.12e-12
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""2"", ""t"": ""1""}",4,sup,,3.05533376377e-13,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1_kappa2_t1.cert.json,CLARABEL via cvxpy 1.9.2,2.1e-14,lp_gap=nan;src=rounded;certgap=3.06e-13
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""2"", ""t"": ""3/2""}",4,sup,,4.70734562441e-13,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1_kappa2_t3over2.cert.json,CLARABEL via cvxpy 1.9.2,2.8e-14,lp_gap=nan;src=rounded;certgap=5.21e-12
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""2"", ""t"": ""2""}",4,sup,,2.20656826144e-15,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1_kappa2_t2.cert.json,CLARABEL via cvxpy 1.9.2,3.2e-15,lp_gap=1.3e-07;src=rounded;certgap=4.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""2"", ""t"": ""3""}",4,sup,,5.59049334603e-13,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1_kappa2_t3.cert.json,CLARABEL via cvxpy 1.9.2,7.4e-15,lp_gap=7.0e-09;src=rounded;certgap=2.62e-06
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""3"", ""t"": ""1""}",4,sup,,0.333333333343,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1_kappa3_t1.cert.json,CLARABEL via cvxpy 1.9.2,1.5e-12,lp_gap=4.4e-08;src=rounded;certgap=1.16e-06
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""3"", ""t"": ""3/2""}",4,sup,,0.0924855491338,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1_kappa3_t3over2.cert.json,CLARABEL via cvxpy 1.9.2,5.9e-13,lp_gap=6.6e-08;src=rounded;certgap=1.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""3"", ""t"": ""2""}",4,sup,,0.033333333335,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1_kappa3_t2.cert.json,CLARABEL via cvxpy 1.9.2,3.1e-13,lp_gap=3.5e-08;src=rounded;certgap=1.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""3"", ""t"": ""3""}",4,sup,,0.00763358778639,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1_kappa3_t3.cert.json,CLARABEL via cvxpy 1.9.2,7.4e-16,lp_gap=2.7e-08;src=rounded;certgap=6.01e-06
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""6"", ""t"": ""1""}",4,sup,,0.444444444443,ROUNDED-FAILED-VERIFY,,results\certificates\skew_kurtosis_tail__gamma-1_kappa6_t1.cert.json,CLARABEL via cvxpy 1.9.2,2.8e-16,lp_gap=5.6e-08;src=rounded;certgap=3.65e-08
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""6"", ""t"": ""3/2""}",4,sup,,0.194528875388,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1_kappa6_t3over2.cert.json,CLARABEL via cvxpy 1.9.2,6.6e-14,lp_gap=6.3e-08;src=rounded;certgap=1.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""6"", ""t"": ""2""}",4,sup,,0.0888888888939,ROUNDED-FAILED-VERIFY,,results\certificates\skew_kurtosis_tail__gamma-1_kappa6_t2.cert.json,CLARABEL via cvxpy 1.9.2,2.3e-16,lp_gap=4.6e-08;src=rounded;certgap=5.03e-09
skew_kurtosis_tail,"{""gamma"": ""-1"", ""kappa"": ""6"", ""t"": ""3""}",4,sup,,0.0248447204973,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1_kappa6_t3.cert.json,CLARABEL via cvxpy 1.9.2,4.4e-16,lp_gap=2.6e-08;src=rounded;certgap=1.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1/2"", ""kappa"": ""2"", ""t"": ""1""}",4,sup,,0.428571428575,ROUNDED-FAILED-VERIFY,,results\certificates\skew_kurtosis_tail__gamma-1over2_kappa2_t1.cert.json,CLARABEL via cvxpy 1.9.2,8.6e-15,lp_gap=3.5e-08;src=rounded;certgap=1.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1/2"", ""kappa"": ""2"", ""t"": ""3/2""}",4,sup,,0.116504854374,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1over2_kappa2_t3over2.cert.json,CLARABEL via cvxpy 1.9.2,6.1e-13,lp_gap=1.0e-07;src=rounded;certgap=1.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1/2"", ""kappa"": ""2"", ""t"": ""2""}",4,sup,,0.0379746835468,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1over2_kappa2_t2.cert.json,CLARABEL via cvxpy 1.9.2,1.8e-15,lp_gap=7.7e-08;src=rounded;certgap=1.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1/2"", ""kappa"": ""2"", ""t"": ""3""}",4,sup,,0.00767263427398,ROUNDED-FAILED-VERIFY,,results\certificates\skew_kurtosis_tail__gamma-1over2_kappa2_t3.cert.json,CLARABEL via cvxpy 1.9.2,2.9e-16,lp_gap=5.8e-08;src=rounded;certgap=1.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1/2"", ""kappa"": ""3"", ""t"": ""1""}",4,sup,,0.466666666669,ROUNDED-FAILED-VERIFY,,results\certificates\skew_kurtosis_tail__gamma-1over2_kappa3_t1.cert.json,CLARABEL via cvxpy 1.9.2,5.4e-14,lp_gap=1.4e-08;src=rounded;certgap=1.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1/2"", ""kappa"": ""3"", ""t"": ""3/2""}",4,sup,,0.180645161294,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1over2_kappa3_t3over2.cert.json,CLARABEL via cvxpy 1.9.2,2.6e-14,lp_gap=3.9e-08;src=rounded;certgap=3.37e-04
skew_kurtosis_tail,"{""gamma"": ""-1/2"", ""kappa"": ""3"", ""t"": ""2""}",4,sup,,0.0707070707082,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1over2_kappa3_t2.cert.json,CLARABEL via cvxpy 1.9.2,3.4e-16,lp_gap=3.1e-08;src=rounded;certgap=1.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1/2"", ""kappa"": ""3"", ""t"": ""3""}",4,sup,,0.0162412993042,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1over2_kappa3_t3.cert.json,CLARABEL via cvxpy 1.9.2,4.4e-16,lp_gap=3.5e-08;src=rounded;certgap=1.00e-06
skew_kurtosis_tail,"{""gamma"": ""-1/2"", ""kappa"": ""6"", ""t"": ""1""}",4,sup,,0.487179487173,CERTIFIED,,results\certificates\skew_kurtosis_tail__gamma-1over2_kappa6_t1.cert.json,CLARABEL via cvxpy 1.9.2,2.8e-15,lp_gap=7.7e-08;src=rounded;certgap=1.00e-06
